PNC;Invoice No;Invoice date;pos;Art Descr;Quantity;Unit;Price;Value;Origin;Net weight;Article Code;TaricNo
580 94 09-01;4647569;15.12.2020;240;TANK CAP;20,00;ST;1,91;38,20;US;0,52;;84679100
581 75 61-16;4647569;15.12.2020;241;HOSE;10,00;ST;1,43;14,30;SE;0,06;;40091100
581 75 62-02;4647569;15.12.2020;242;HOSE;20,00;ST;1,52;30,40;EE;0,14;;40091100
584 79 18-01;4647569;15.12.2020;243;STARTER SPRING;5,00;ST;3,21;16,05;CN;0,33;;73209030
585 51 40-01;4647569;15.12.2020;244;OIL HOSE;5,00;ST;2,23;11,15;EE;0,02;;40091100
586 31 21-03;4647569;15.12.2020;245;ANTIVIBRATION ELEMENT REAR;10,00;ST;3,60;36,00;SE;0,36;;73182900
586 65 95-03;4647569;15.12.2020;246;STARTER PULLEY KIT;20,00;ST;3,50;70,00;SE;1,02;;84679100
586 79 84-01;4647569;15.12.2020;247;CLUTCH;5,00;ST;9,49;47,45;SE;1,08;;84836020
586 93 45-01;4647569;15.12.2020;248;IGNITION SYSTEM DUAL MBU-49 II;10,00;ST;12,20;122,00;JP;1,10;;85112000
587 32 95-01;4647569;15.12.2020;249;IGNITION MODULE  MINI STD D100;3,00;ST;21,40;64,20;CN;0,41;;85113000
589 80 90-02;4647569;15.12.2020;250;CLUTCH ASSY  60CC;5,00;ST;13,44;67,20;SE;0,91;;84836080
590 04 80-01;4647569;15.12.2020;251;AIR FILTER FOAM AGILE;2,00;ST;1,08;2,16;CN;0,01;;84213100
590 04 90-01;4647569;15.12.2020;252;STARTER PULLEY;1,00;ST;1,86;1,86;CN;0,03;;84679900
590 47 60-01;4647569;15.12.2020;253;SUPPORT;3,00;ST;1,55;4,65;BR;0,06;;84679100
590 64 77-01;4647569;15.12.2020;254;SPRING ANTI-VIBRATION;4,00;ST;2,46;9,84;CN;0,06;;73202089
591 46 46-01;4647569;15.12.2020;255;SERVICE KIT BAR ADJUSTER;20,00;ST;1,88;37,60;CN;1,00;;84679100
594 51 23-01;4647569;15.12.2020;256;CLUTCH ASSY;10,00;ST;9,60;96,00;SE;2,75;;84836020
597 02 44-01;4647569;15.12.2020;257;CYLINDER ASSY CYLINDER PISTON;1,00;ST;26,22;26,22;CN;0,35;;84099100
812 00 00-29;4647569;15.12.2020;258;RETAINING RING;5,00;ST;0,15;0,75;CA;0,01;;84831095
873 68 04-00;4647569;15.12.2020;259;NUT;20,00;ST;0,39;7,80;US;0,06;;73181595
587 41 23-01;4647569;15.12.2020;260;MULCH KIT!;1,00;ST;23,39;23,39;US;3,09;;82084000
587 41 23-01;4647569;15.12.2020;261;MULCH KIT!;1,00;ST;23,39;23,39;US;3,09;;82084000
501 87 47-01;4647569;15.12.2020;262;SPRING;10,00;ST;0,65;6,50;SK;0,02;;73202089
502 46 50-01;4647569;15.12.2020;263;TRIMMER GUARD 555FX MFL. ADAPT;2,00;ST;9,12;18,24;SE;1,06;;84679900
503 55 66-01;4647569;15.12.2020;264;THROTTLE LOCK;10,00;ST;1,33;13,30;SE;0,16;;84679100
505 54 11-01;4647569;15.12.2020;265;GROMMET;10,00;ST;1,95;19,50;SE;0,02;;84679900
506 02 77-01;4647569;15.12.2020;266;OIL PUMP;5,00;ST;11,91;59,55;SE;0,10;;84133020
508 04 42-70;4647569;15.12.2020;267;HOUSING;3,00;ST;7,09;21,27;NO;1,04;;84679100
525 25 06-02;4647569;15.12.2020;268;HAND GUARD;5,00;ST;6,40;32,00;SE;0,74;;84679100
530 05 79-07;4647569;15.12.2020;269;CLUTCH;3,00;ST;9,60;28,80;CN;0,37;;84836020
530 06 94-15;4647569;15.12.2020;270;MUFFLER;5,00;ST;13,96;69,80;US;1,36;;84099100
530 06 98-26;4647569;15.12.2020;271;REPAIR KIT;5,00;ST;4,74;23,70;US;0,07;;84679100
530 07 18-91;4647569;15.12.2020;272;OIL PUMP KIT;5,00;ST;5,71;28,55;US;0,19;;84133080
530 07 19-66;4647569;15.12.2020;273;STARTER PULLEY;5,00;ST;3,12;15,60;US;0,40;;84679100
531 00 78-83;4647569;15.12.2020;274;WIRE;3,00;ST;10,82;32,46;JP;0,25;;73121020
535 46 00-01;4647569;15.12.2020;275;TIRE, HIGH GRIP;4,00;ST;18,72;74,88;PL;10,52;;84339000
537 09 25-02;4647569;15.12.2020;276;STARTER PULLEY;5,00;ST;1,28;6,40;SE;0,19;;84835020
544 97 20-01;4647569;15.12.2020;277;GASKET KIT;10,00;ST;3,16;31,60;SE;0,05;;40169300
545 06 15-01;4647569;15.12.2020;278;CARB ADAPTOR SEAL;10,00;ST;1,04;10,40;TW;0,12;;40169300
573 97 76-01;4647569;15.12.2020;279;KIT GASKET GASKET;10,00;ST;2,26;22,60;US;0,20;;40169300
576 63 67-12;4647569;15.12.2020;280;CHARGING STATION ASSY HUSQVARN;2,00;ST;72,97;145,94;GB;5,66;;85044055
577 18 37-01;4647569;15.12.2020;281;THROTTLE CONTROL;5,00;ST;1,58;7,90;SE;0,05;;84679100
579 82 51-02;4647569;15.12.2020;282;CABLE ASSY LOW VOLTAGE CABLE;2,00;ST;8,50;17,00;SK;0,44;;85444290
579 82 51-04;4647569;15.12.2020;283;CABLE ASSY LOW VOLTAGE CABLE;2,00;ST;6,00;12,00;SK;0,26;;85444290
581 25 93-03;4647569;15.12.2020;284;TRANSPORT GUARD CUTTING DECK H;3,00;ST;1,98;5,94;DE;0,41;;39269097
582 05 07-01;4647569;15.12.2020;285;TRIGGER SWITCH IPX4;5,00;ST;6,10;30,50;CN;0,08;;85365019
585 31 57-01;4647569;15.12.2020;286;FILTER ELEMENT;10,00;ST;0,94;9,40;US;0,05;;84099100
585 77 27-01;4647569;15.12.2020;287;CRANKCASE COVER.PRESS-N TYPE H;2,00;ST;11,29;22,58;CN;1,94;;84314980
587 59 73-01;4647569;15.12.2020;288;CYLINDER 28CC BL/HT PLATED NIS;3,00;ST;14,63;43,89;US;1,38;;84099100
587 60 25-01;4647569;15.12.2020;289;CRANKSHAFT GVG ASSY, 3PC;2,00;ST;24,01;48,02;US;0,78;;84832000
591 46 46-01;4647569;15.12.2020;290;SERVICE KIT BAR ADJUSTER;10,00;ST;1,88;18,80;CN;0,50;;84679100
592 85 18-01;4647569;15.12.2020;291;PRINTED CIRCUIT ASSY MAIN BOAR;2,00;ST;61,29;122,58;LT;0,51;;85340090
593 16 36-01;4647569;15.12.2020;292;POWER UNIT POWER SUPPLY 1,3A T;1,00;ST;28,81;28,81;TH;0,34;;85044090
598 52 75-01;4647569;15.12.2020;293;START STOP SYSTEM PW;5,00;ST;4,51;22,55;CN;0,14;;84249080
501 83 45-04;4647569;15.12.2020;294;"BAR COVER  24""-28""";5,00;ST;2,93;14,65;CZ;1,40;;39269097
582 08 69-64;4647569;15.12.2020;295;"BAR X-FORCE 15"" 0,325 1,5  SM!";40,00;ST;11,00;440,00;NO;29,12;;84679100
582 08 69-72;4647569;15.12.2020;296;"BAR X-FORCE 18"" 0,325 1,5  SM!";100,00;ST;11,94;1194,00;NO;87,60;;84679100
582 07 53-64;4647569;15.12.2020;297;"BAR X-FORCE 15"" .325"" 1.3MM PI";50,00;ST;11,00;550,00;NO;31,70;;84679100
582 07 53-72;4647569;15.12.2020;298;"BAR X-FORCE 18"" .325"" 1.3MM PI";150,00;ST;11,94;1791,00;NO;115,20;;84679100
585 95 08-60;4647569;15.12.2020;299;"BAR X-FORCE 16"" 3/8"" 1.5 LM 11";5,00;ST;14,09;70,45;NO;4,29;;84679100
585 95 08-72;4647569;15.12.2020;300;"BAR X-FORCE 20"" 3/8"" 1.5 LM 11";40,00;ST;16,55;662,00;NO;43,52;;84679100
585 94 34-72;4647569;15.12.2020;301;"BAR X-FORCE 20"" 3/8"" 1.5 SM 11";8,00;ST;14,81;118,48;NO;8,40;;84679100
501 95 69-92;4647569;15.12.2020;302;"BAR RSN 28"" 3/8"" 1.5 LM 92DL";2,00;ST;46,09;92,18;CA;3,57;;84679100
501 95 95-45;4647569;15.12.2020;303;"BAR LAM 12"" MINI 3/8"" 1.1 SM 7";4,00;ST;7,23;28,92;CN;1,46;;84679100
501 95 95-52;4647569;15.12.2020;304;"BAR LAM 14"" 3/8"" 1.1 SM";4,00;ST;8,27;33,08;CN;1,83;;84679100
597 46 82-01;4647569;15.12.2020;305;SAW BLADE SCARLETT 200MM 22T 1;40,00;ST;7,70;308,00;JP;14,28;;82023100
580 75 42-01;4647569;15.12.2020;306;COMBI CAN 5+2.5L W TOOL HOLDER;2,00;ST;19,29;38,58;CZ;3,40;;39269097
505 69 80-02;4647569;15.12.2020;307;FUEL SPOUT NON-SPIL PETROL- &;10,00;ST;2,92;29,20;SE;0,79;;39269097
501 84 40-58;4647569;15.12.2020;308;SAW CHAIN H00 MICRO CHISEL 1/4;40,00;ST;5,95;238,00;US;5,60;;82024000
585 40 42-52;4647569;15.12.2020;309;SAW CHAIN S93G SEMI CHISEL 3/8;150,00;ST;5,33;799,50;SE;25,50;;82024000
585 40 42-56;4647569;15.12.2020;310;SAW CHAIN S93G SEMI CHISEL 3/8;30,00;ST;5,74;172,20;SE;5,52;;82024000
581 62 66-84;4647569;15.12.2020;311;"SAW CHAIN C85 CHISEL 3/8"" 1.5";30,00;ST;9,55;286,50;SE;12,54;;82024000
501 84 04-56;4647569;15.12.2020;312;SAW CHAIN H25 MICRO CHISEL .32;15,00;ST;7,00;105,00;CA;3,00;;82024000
501 84 04-64;4647569;15.12.2020;313;SAW CHAIN H25 MICRO CHISEL .32;50,00;ST;6,65;332,50;CA;13,75;;82024000
501 84 04-72;4647569;15.12.2020;314;SAW CHAIN H25 MICRO CHISEL .32;100,00;ST;7,17;717,00;CA;30,00;;82024000
503 08 87-02;4647569;15.12.2020;315;CLUTCH DRUM 0.325X7;20,00;ST;8,69;173,80;SE;2,40;;84679100
503 15 98-01;4647569;15.12.2020;316;CLUTCH DRUM;2,00;ST;5,84;11,68;SE;0,18;;84679100
503 15 98-02;4647569;15.12.2020;317;CLUTCH DRUM;15,00;ST;8,08;121,20;SE;1,50;;84679100
530 04 70-61;4647569;15.12.2020;318;CLUTCH DRUM;20,00;ST;6,02;120,40;CN;1,96;;84679100
503 98 00-02;4647569;15.12.2020;319;CLUTCH DRUM;5,00;ST;8,74;43,70;SE;0,65;;84679100
537 29 17-02;4647569;15.12.2020;320;CLUTCH DRUM;5,00;ST;6,40;32,00;SE;0,58;;84679100
505 69 81-80;4647569;15.12.2020;321;"FILE FLAT 8"" 1 PCS";24,00;ST;1,89;45,36;CN;2,88;;82031000
505 69 81-27;4647569;15.12.2020;322;"FILE KIT 0.325"" PIXEL";5,00;ST;6,74;33,70;SE;1,23;;82031000
579 65 36-01;4647569;15.12.2020;323;"FILE KIT 3/8"" MINI H37";5,00;ST;6,99;34,95;SE;1,01;;82031000
505 69 78-01;4647569;15.12.2020;324;FILE HANDLE FOR ROUND AND FLAT;40,00;ST;0,83;33,20;SE;1,68;;82031000
505 69 78-10;4647569;15.12.2020;325;FILE HANDLE FOR FLAT FILES;10,00;ST;1,13;11,30;DE;0,22;;39269097
505 69 81-10;4647569;15.12.2020;326;"FILING GAUGE .325"" H25";20,00;ST;2,81;56,20;SE;2,00;;82031000
505 69 81-08;4647569;15.12.2020;327;FILING GAUGE COMBINATION H30 .;3,00;ST;4,58;13,74;SE;0,10;;39269097
505 24 35-01;4647569;15.12.2020;328;FILING GAUGE COMBINATION H42 3;3,00;ST;4,58;13,74;SE;0,11;;39269097
598 03 58-01;4647569;15.12.2020;329;"WEDGE FELLING 5,5""";30,00;ST;2,25;67,50;SE;3,99;;39269097
595 00 39-09;4647569;15.12.2020;330;GLOVES FUNCTIONAL 16 CLASS 0 O;4,00;ST;11,34;45,36;PK;0,06;;42032910
532 18 63-85;4647569;15.12.2020;331;BLADE 3-1 LH 92 CRD;4,00;ST;7,66;30,64;US;4,08;;82084000
532 18 63-86;4647569;15.12.2020;332;BLADE 3-1 RH 92 CRD;2,00;ST;7,66;15,32;US;2,02;;82084000
532 18 63-87;4647569;15.12.2020;333;BLADE CROSS LH 92;2,00;ST;7,66;15,32;US;1,24;;82084000
532 18 63-88;4647569;15.12.2020;334;BLADE CROSS RH 92;2,00;ST;7,76;15,52;US;2,26;;82084000
587 80 85-01;4647569;15.12.2020;335;2T OIL HP 0.1L!;200,00;ST;0,68;136,00;SE;20,00;;27101981
578 03 71-02;4647569;15.12.2020;336;2T OIL LS+ 4L!;258,00;ST;12,57;3243,06;BE;993,30;;27101981
579 39 60-01;4647569;15.12.2020;337;CHAIN OIL MINERAL 1L!;960,00;ST;1,60;1536,00;DE;944,64;;27101999
582 22 73-06;4647569;15.12.2020;338;JACKET  WINTER JACKET MAN XXXL;1,00;ST;45,92;45,92;CN;1,06;;61019080
579 81 19-20;4647569;15.12.2020;339;ELITE-CUT S65 350 12 25.4/20;6,00;ST;82,63;495,78;SE;13,20;;68042100
501 45 74-02;4647569;15.12.2020;340;"RIM SPROCKET 7T .325""";10,00;ST;2,53;25,30;US;0,20;;84834025
577 48 40-01;4647569;15.12.2020;341;SPARK PLUG HQT-1 RESISTOR;700,00;ST;0,61;427,00;CZ;24,50;;85111000
590 84 40-01;4647569;15.12.2020;342;SPARK PLUG HQT-5 RESISTOR;20,00;ST;0,85;17,00;CZ;0,60;;85111000
503 89 01-02;4647569;15.12.2020;343;SUPPORT CUP SUPPORT CUP M12;10,00;ST;3,63;36,30;SE;0,96;;84679100
502 46 50-01;4647569;15.12.2020;344;TRIMMER GUARD 555FX MFL. ADAPT;2,00;ST;9,12;18,24;SE;1,06;;84679900
588 11 79-01;4647569;15.12.2020;345;COMBI GUARD 323L MFL.;1,00;ST;7,58;7,58;SE;0,26;;84679100
594 96 60-01;4647569;15.12.2020;346;FILTER BAG FLEECE - 5PCS;2,00;ST;10,10;20,20;HU;0,68;;59119099
594 96 62-01;4647569;15.12.2020;347;NOZZLE FLOOR NOZZLE - 270MM SW;2,00;ST;20,25;40,50;HU;1,03;;85087000
593 28 25-03;4647569;15.12.2020;348;ENGINE KIT;1,00;ST;195,64;195,64;SE;2,13;;84679900
537 20 33-01;4647569;15.12.2020;349;CUP;2,00;ST;2,51;5,02;SE;0,05;;84679100
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
